State,X,Y,Year,NatGasC
KY,6.5,3,1972,"259,546"
KY,6.5,3,1973,"250,136"
KY,6.5,3,1974,"231,423"
KY,6.5,3,1975,"209,199"
KY,6.5,3,1976,"248,673"
KY,6.5,3,1977,"221,936"
KY,6.5,3,1978,"215,021"
KY,6.5,3,1979,"220,854"
KY,6.5,3,1980,"204,104"
KY,6.5,3,1981,"202,237"
KY,6.5,3,1982,"191,175"
KY,6.5,3,1983,"177,792"
KY,6.5,3,1984,"193,419"
KY,6.5,3,1985,"177,685"
KY,6.5,3,1986,"173,525"
KY,6.5,3,1987,"178,271"
KY,6.5,3,1988,"190,890"
KY,6.5,3,1989,"195,872"
KY,6.5,3,1990,"191,707"
KY,6.5,3,1991,"196,253"
KY,6.5,3,1992,"200,904"
KY,6.5,3,1993,"213,069"
KY,6.5,3,1994,"221,322"
KY,6.5,3,1995,"245,578"
KY,6.5,3,1996,"248,057"
KY,6.5,3,1997,"239,332"
KY,6.5,3,1998,"212,108"
KY,6.5,3,1999,"225,393"
KY,6.5,3,2000,"234,181"
KY,6.5,3,2001,"216,707"
KY,6.5,3,2002,"236,125"
KY,6.5,3,2003,"231,486"
KY,6.5,3,2004,"233,361"
KY,6.5,3,2005,"240,869"
KY,6.5,3,2006,"217,169"
KY,6.5,3,2007,"236,003"
KY,6.5,3,2008,"233,180"
KY,6.5,3,2009,"214,279"
KY,6.5,3,2010,"239,062"
KY,6.5,3,2011,"229,056"
KY,6.5,3,2012,"232,702"
KY,6.5,3,2013,"235,733"
KY,6.5,3,2014,"262,332"
KY,6.5,3,2015,"276,919"
KY,6.5,3,2016,"280,002"
KY,6.5,3,2017,"296,965"
LA,4,1,1960,"1,003,771"
LA,4,1,1961,"1,064,610"
LA,4,1,1962,"1,050,301"
LA,4,1,1963,"1,128,773"
LA,4,1,1964,"1,201,445"
LA,4,1,1965,"1,156,449"
LA,4,1,1966,"1,245,597"
LA,4,1,1967,"1,440,390"
LA,4,1,1968,"1,539,750"
LA,4,1,1969,"1,784,110"
LA,4,1,1970,"1,894,224"
LA,4,1,1971,"1,938,558"
LA,4,1,1972,"1,996,015"
LA,4,1,1973,"2,072,164"
LA,4,1,1974,"2,068,614"
LA,4,1,1975,"1,854,766"
LA,4,1,1976,"2,121,366"
LA,4,1,1977,"2,274,100"
LA,4,1,1978,"2,349,710"
LA,4,1,1979,"2,051,384"
LA,4,1,1980,"1,862,179"
LA,4,1,1981,"1,847,639"
LA,4,1,1982,"1,629,186"
LA,4,1,1983,"1,472,328"
LA,4,1,1984,"1,661,309"
LA,4,1,1985,"1,441,820"
LA,4,1,1986,"1,496,106"
LA,4,1,1987,"1,560,707"
LA,4,1,1988,"1,506,424"
LA,4,1,1989,"1,622,888"
LA,4,1,1990,"1,654,692"
LA,4,1,1991,"1,596,766"
LA,4,1,1992,"1,619,499"
LA,4,1,1993,"1,637,028"
LA,4,1,1994,"1,649,015"
LA,4,1,1995,"1,737,257"
LA,4,1,1996,"1,687,569"
LA,4,1,1997,"1,857,072"
LA,4,1,1998,"1,679,040"
LA,4,1,1999,"1,558,295"
LA,4,1,2000,"1,625,863"
LA,4,1,2001,"1,347,228"
LA,4,1,2002,"1,475,464"
LA,4,1,2003,"1,353,179"
LA,4,1,2004,"1,393,140"
LA,4,1,2005,"1,367,497"
LA,4,1,2006,"1,346,690"
LA,4,1,2007,"1,430,621"
LA,4,1,2008,"1,369,823"
LA,4,1,2009,"1,315,265"
LA,4,1,2010,"1,483,203"
LA,4,1,2011,"1,536,148"
LA,4,1,2012,"1,586,437"
LA,4,1,2013,"1,505,539"
LA,4,1,2014,"1,547,706"
LA,4,1,2015,"1,594,694"
LA,4,1,2016,"1,718,755"
LA,4,1,2017,"1,717,520"
MA,10,5,1960,"80,612"
MA,10,5,1961,"84,630"
MA,10,5,1962,"92,131"
MA,10,5,1963,"99,924"
MA,10,5,1964,"108,193"
MA,10,5,1965,"115,712"
MA,10,5,1966,"117,709"
MA,10,5,1967,"129,884"
MA,10,5,1968,"133,913"
MA,10,5,1969,"138,632"
MA,10,5,1970,"149,074"
MA,10,5,1971,"158,329"
MA,10,5,1972,"162,204"
MA,10,5,1973,"157,258"
MA,10,5,1974,"156,666"
MA,10,5,1975,"154,583"
MA,10,5,1976,"157,185"
MA,10,5,1977,"161,465"
MA,10,5,1978,"161,964"
MA,10,5,1979,"157,883"
MA,10,5,1980,"185,508"
MA,10,5,1981,"187,528"
MA,10,5,1982,"199,790"
MA,10,5,1983,"196,611"
MA,10,5,1984,"215,021"
MA,10,5,1985,"224,794"
MA,10,5,1986,"191,195"
MA,10,5,1987,"233,398"
MA,10,5,1988,"217,305"
MA,10,5,1989,"260,989"
MA,10,5,1990,"273,910"
MA,10,5,1991,"283,833"
MA,10,5,1992,"344,458"
MA,10,5,1993,"350,626"
MA,10,5,1994,"381,289"
MA,10,5,1995,"391,646"
MA,10,5,1996,"387,390"
MA,10,5,1997,"411,555"
MA,10,5,1998,"367,109"
MA,10,5,1999,"361,351"
MA,10,5,2000,"357,743"
MA,10,5,2001,"364,114"
MA,10,5,2002,"404,597"
MA,10,5,2003,"415,303"
MA,10,5,2004,"383,708"
MA,10,5,2005,"386,385"
MA,10,5,2006,"378,078"
MA,10,5,2007,"418,922"
MA,10,5,2008,"415,260"
MA,10,5,2009,"408,519"
MA,10,5,2010,"447,429"
MA,10,5,2011,"464,018"
MA,10,5,2012,"430,921"
MA,10,5,2013,"435,314"
MA,10,5,2014,"432,634"
MA,10,5,2015,"457,217"
MA,10,5,2016,"440,784"
MA,10,5,2017,"462,781"
MD,8,4,1960,"73,315"
MD,8,4,1961,"76,520"
MD,8,4,1962,"84,796"
MD,8,4,1963,"89,004"
MD,8,4,1964,"94,255"
MD,8,4,1965,"100,979"
MD,8,4,1966,"102,826"
MD,8,4,1967,"121,287"
MD,8,4,1968,"129,702"
MD,8,4,1969,"147,720"
MD,8,4,1970,"159,584"
MD,8,4,1971,"164,689"
MD,8,4,1972,"180,283"
MD,8,4,1973,"177,629"
MD,8,4,1974,"175,541"
MD,8,4,1975,"141,854"
MD,8,4,1976,"149,642"
MD,8,4,1977,"135,168"
MD,8,4,1978,"139,642"
MD,8,4,1979,"179,631"
MD,8,4,1980,"163,449"
MD,8,4,1981,"177,743"
MD,8,4,1982,"160,833"
MD,8,4,1983,"148,687"
MD,8,4,1984,"163,124"
MD,8,4,1985,"155,966"
MD,8,4,1986,"158,032"
MD,8,4,1987,"174,283"
MD,8,4,1988,"178,433"
MD,8,4,1989,"199,615"
MD,8,4,1990,"180,591"
MD,8,4,1991,"183,035"
MD,8,4,1992,"190,092"
MD,8,4,1993,"186,992"
MD,8,4,1994,"192,016"
MD,8,4,1995,"199,202"
MD,8,4,1996,"201,735"
MD,8,4,1997,"219,192"
MD,8,4,1998,"195,540"
MD,8,4,1999,"203,040"
MD,8,4,2000,"219,360"
MD,8,4,2001,"184,976"
MD,8,4,2002,"203,538"
MD,8,4,2003,"204,511"
MD,8,4,2004,"201,929"
MD,8,4,2005,"212,230"
MD,8,4,2006,"189,221"
MD,8,4,2007,"208,693"
MD,8,4,2008,"202,931"
MD,8,4,2009,"203,780"
MD,8,4,2010,"217,744"
MD,8,4,2011,"199,223"
MD,8,4,2012,"216,678"
MD,8,4,2013,"206,238"
MD,8,4,2014,"218,079"
MD,8,4,2015,"226,832"
MD,8,4,2016,"230,194"
MD,8,4,2017,"233,138"
ME,11,6,1960,0
ME,11,6,1961,0
ME,11,6,1962,0
ME,11,6,1963,0
ME,11,6,1964,0
ME,11,6,1965,0
ME,11,6,1966,522
ME,11,6,1967,775
ME,11,6,1968,819
ME,11,6,1969,"1,139"
ME,11,6,1970,"1,315"
ME,11,6,1971,"1,475"
ME,11,6,1972,"1,554"
ME,11,6,1973,"1,657"
ME,11,6,1974,"1,635"
ME,11,6,1975,"1,976"
ME,11,6,1976,"2,083"
ME,11,6,1977,"2,047"
ME,11,6,1978,"2,166"
ME,11,6,1979,"2,162"
ME,11,6,1980,"2,322"
ME,11,6,1981,"2,384"
ME,11,6,1982,"2,758"
ME,11,6,1983,"2,487"
ME,11,6,1984,"2,528"
ME,11,6,1985,"2,620"
ME,11,6,1986,"2,549"
ME,11,6,1987,"2,747"
ME,11,6,1988,"3,283"
ME,11,6,1989,"3,930"
ME,11,6,1990,"4,572"
ME,11,6,1991,"5,001"
ME,11,6,1992,"5,333"
ME,11,6,1993,"5,191"
ME,11,6,1994,"5,268"
ME,11,6,1995,"5,635"
ME,11,6,1996,"5,883"
ME,11,6,1997,"6,501"
ME,11,6,1998,"5,813"
ME,11,6,1999,"6,690"
ME,11,6,2000,"48,047"
ME,11,6,2001,"101,190"
ME,11,6,2002,"126,280"
ME,11,6,2003,"73,523"
ME,11,6,2004,"89,581"
ME,11,6,2005,"64,818"
ME,11,6,2006,"67,557"
ME,11,6,2007,"67,227"
ME,11,6,2008,"74,494"
ME,11,6,2009,"73,569"
ME,11,6,2010,"80,988"
ME,11,6,2011,"75,061"
ME,11,6,2012,"70,451"
ME,11,6,2013,"65,886"
ME,11,6,2014,"62,423"
ME,11,6,2015,"54,203"
ME,11,6,2016,"54,509"
ME,11,6,2017,"45,127"
MI,6.5,5,1960,"382,980"
MI,6.5,5,1961,"422,582"
MI,6.5,5,1962,"459,179"
MI,6.5,5,1963,"470,503"
MI,6.5,5,1964,"505,780"
MI,6.5,5,1965,"563,563"
MI,6.5,5,1966,"626,782"
MI,6.5,5,1967,"699,131"
MI,6.5,5,1968,"711,046"
MI,6.5,5,1969,"788,222"
MI,6.5,5,1970,"821,261"
MI,6.5,5,1971,"863,320"
MI,6.5,5,1972,"877,742"
MI,6.5,5,1973,"929,555"
MI,6.5,5,1974,"942,595"
MI,6.5,5,1975,"894,795"
MI,6.5,5,1976,"895,140"
MI,6.5,5,1977,"745,743"
MI,6.5,5,1978,"793,936"
MI,6.5,5,1979,"880,367"
MI,6.5,5,1980,"874,654"
MI,6.5,5,1981,"814,488"
MI,6.5,5,1982,"764,600"
MI,6.5,5,1983,"713,170"
MI,6.5,5,1984,"730,312"
MI,6.5,5,1985,"719,871"
MI,6.5,5,1986,"689,448"
MI,6.5,5,1987,"671,201"
MI,6.5,5,1988,"765,708"
MI,6.5,5,1989,"799,774"
MI,6.5,5,1990,"898,848"
MI,6.5,5,1991,"905,265"
MI,6.5,5,1992,"979,182"
MI,6.5,5,1993,"937,967"
MI,6.5,5,1994,"930,970"
MI,6.5,5,1995,"992,718"
MI,6.5,5,1996,"1,039,190"
MI,6.5,5,1997,"1,010,167"
MI,6.5,5,1998,"893,988"
MI,6.5,5,1999,"968,282"
MI,6.5,5,2000,"984,345"
MI,6.5,5,2001,"928,651"
MI,6.5,5,2002,"984,715"
MI,6.5,5,2003,"950,714"
MI,6.5,5,2004,"938,628"
MI,6.5,5,2005,"927,535"
MI,6.5,5,2006,"816,993"
MI,6.5,5,2007,"814,887"
MI,6.5,5,2008,"797,534"
MI,6.5,5,2009,"750,783"
MI,6.5,5,2010,"758,696"
MI,6.5,5,2011,"787,337"
MI,6.5,5,2012,"804,084"
MI,6.5,5,2013,"831,741"
MI,6.5,5,2014,"878,128"
MI,6.5,5,2015,"871,834"
MI,6.5,5,2016,"926,828"
MI,6.5,5,2017,"908,813"
MN,4,6,1960,"186,121"
MN,4,6,1961,"199,324"
MN,4,6,1962,"221,625"
MN,4,6,1963,"218,609"
MN,4,6,1964,"236,502"
MN,4,6,1965,"248,244"
MN,4,6,1966,"265,810"
MN,4,6,1967,"285,350"
MN,4,6,1968,"315,017"
MN,4,6,1969,"328,944"
MN,4,6,1970,"343,007"
MN,4,6,1971,"352,144"
MN,4,6,1972,"352,111"
MN,4,6,1973,"360,450"
MN,4,6,1974,"351,995"
MN,4,6,1975,"331,518"
MN,4,6,1976,"319,516"
MN,4,6,1977,"292,501"
MN,4,6,1978,"312,196"
MN,4,6,1979,"332,631"
MN,4,6,1980,"284,988"
MN,4,6,1981,"264,951"
MN,4,6,1982,"263,349"
MN,4,6,1983,"246,315"
MN,4,6,1984,"256,405"
MN,4,6,1985,"258,510"
MN,4,6,1986,"244,528"
MN,4,6,1987,"239,751"
MN,4,6,1988,"285,827"
MN,4,6,1989,"301,686"
MN,4,6,1990,"291,828"
MN,4,6,1991,"318,250"
MN,4,6,1992,"312,218"
MN,4,6,1993,"331,590"
MN,4,6,1994,"327,384"
MN,4,6,1995,"357,690"
MN,4,6,1996,"375,019"
MN,4,6,1997,"360,439"
MN,4,6,1998,"337,128"
MN,4,6,1999,"351,143"
MN,4,6,2000,"367,461"
MN,4,6,2001,"345,002"
MN,4,6,2002,"374,184"
MN,4,6,2003,"374,231"
MN,4,6,2004,"362,418"
MN,4,6,2005,"372,239"
MN,4,6,2006,"358,211"
MN,4,6,2007,"395,714"
MN,4,6,2008,"435,134"
MN,4,6,2009,"405,564"
MN,4,6,2010,"427,198"
MN,4,6,2011,"424,978"
MN,4,6,2012,"430,286"
MN,4,6,2013,"478,634"
MN,4,6,2014,"490,179"
MN,4,6,2015,"448,567"
MN,4,6,2016,"466,425"
MN,4,6,2017,"466,602"
MO,4,3,1960,"270,074"
MO,4,3,1961,"284,094"
MO,4,3,1962,"299,614"
MO,4,3,1963,"309,136"
MO,4,3,1964,"332,023"
MO,4,3,1965,"347,967"
MO,4,3,1966,"357,396"
MO,4,3,1967,"367,195"
MO,4,3,1968,"372,856"
MO,4,3,1969,"406,671"
MO,4,3,1970,"432,532"
MO,4,3,1971,"432,108"
MO,4,3,1972,"428,192"
MO,4,3,1973,"424,673"
MO,4,3,1974,"411,933"
MO,4,3,1975,"371,837"
MO,4,3,1976,"381,399"
MO,4,3,1977,"367,704"
MO,4,3,1978,"360,269"
MO,4,3,1979,"340,138"
MO,4,3,1980,"322,908"
MO,4,3,1981,"287,767"
MO,4,3,1982,"284,479"
MO,4,3,1983,"265,541"
MO,4,3,1984,"269,458"
MO,4,3,1985,"264,318"
MO,4,3,1986,"244,318"
MO,4,3,1987,"234,493"
MO,4,3,1988,"254,440"
MO,4,3,1989,"254,547"
MO,4,3,1990,"241,335"
MO,4,3,1991,"258,636"
MO,4,3,1992,"241,227"
MO,4,3,1993,"280,680"
MO,4,3,1994,"268,135"
MO,4,3,1995,"281,059"
MO,4,3,1996,"297,208"
MO,4,3,1997,"286,117"
MO,4,3,1998,"261,504"
MO,4,3,1999,"269,262"
MO,4,3,2000,"289,044"
MO,4,3,2001,"288,617"
MO,4,3,2002,"278,936"
MO,4,3,2003,"266,204"
MO,4,3,2004,"269,224"
MO,4,3,2005,"273,401"
MO,4,3,2006,"258,004"
MO,4,3,2007,"277,987"
MO,4,3,2008,"298,427"
MO,4,3,2009,"266,721"
MO,4,3,2010,"282,141"
MO,4,3,2011,"275,308"
MO,4,3,2012,"258,945"
MO,4,3,2013,"281,399"
MO,4,3,2014,"301,543"
MO,4,3,2015,"270,885"
MO,4,3,2016,"273,583"
MO,4,3,2017,"264,753"
MS,5,1,1960,"187,874"
MS,5,1,1961,"190,591"
MS,5,1,1962,"199,391"
MS,5,1,1963,"222,937"
MS,5,1,1964,"250,528"
MS,5,1,1965,"250,626"
MS,5,1,1966,"284,500"
MS,5,1,1967,"288,650"
MS,5,1,1968,"319,377"
MS,5,1,1969,"333,993"
MS,5,1,1970,"369,391"
MS,5,1,1971,"387,779"
MS,5,1,1972,"387,436"
MS,5,1,1973,"321,528"
MS,5,1,1974,"283,104"
MS,5,1,1975,"235,345"
MS,5,1,1976,"203,702"
MS,5,1,1977,"202,631"
MS,5,1,1978,"208,038"
MS,5,1,1979,"260,547"
MS,5,1,1980,"270,909"
MS,5,1,1981,"249,062"
MS,5,1,1982,"276,666"
MS,5,1,1983,"244,281"
MS,5,1,1984,"276,617"
MS,5,1,1985,"233,010"
MS,5,1,1986,"220,195"
MS,5,1,1987,"212,336"
MS,5,1,1988,"216,397"
MS,5,1,1989,"232,394"
MS,5,1,1990,"261,921"
MS,5,1,1991,"257,004"
MS,5,1,1992,"250,696"
MS,5,1,1993,"235,310"
MS,5,1,1994,"266,219"
MS,5,1,1995,"295,377"
MS,5,1,1996,"277,468"
MS,5,1,1997,"264,210"
MS,5,1,1998,"252,445"
MS,5,1,1999,"317,777"
MS,5,1,2000,"312,078"
MS,5,1,2001,"340,904"
MS,5,1,2002,"354,550"
MS,5,1,2003,"275,147"
MS,5,1,2004,"290,512"
MS,5,1,2005,"310,713"
MS,5,1,2006,"315,909"
MS,5,1,2007,"374,990"
MS,5,1,2008,"364,237"
MS,5,1,2009,"371,245"
MS,5,1,2010,"444,875"
MS,5,1,2011,"437,873"
MS,5,1,2012,"499,946"
MS,5,1,2013,"426,902"
MS,5,1,2014,"439,557"
MS,5,1,2015,"536,996"
MS,5,1,2016,"561,342"
MS,5,1,2017,"543,743"
MT,1.5,6,1960,"57,638"
MT,1.5,6,1961,"61,314"
MT,1.5,6,1962,"65,680"
MT,1.5,6,1963,"66,566"
MT,1.5,6,1964,"69,486"
MT,1.5,6,1965,"70,795"
MT,1.5,6,1966,"72,116"
MT,1.5,6,1967,"64,908"
MT,1.5,6,1968,"62,835"
MT,1.5,6,1969,"78,205"
MT,1.5,6,1970,"90,601"
MT,1.5,6,1971,"91,096"
MT,1.5,6,1972,"87,020"
MT,1.5,6,1973,"93,117"
MT,1.5,6,1974,"81,667"
MT,1.5,6,1975,"81,190"
MT,1.5,6,1976,"75,412"
MT,1.5,6,1977,"71,595"
MT,1.5,6,1978,"72,686"
MT,1.5,6,1979,"69,114"
MT,1.5,6,1980,"61,453"
MT,1.5,6,1981,"53,029"
MT,1.5,6,1982,"52,782"
MT,1.5,6,1983,"46,619"
MT,1.5,6,1984,"47,098"
MT,1.5,6,1985,"47,312"
MT,1.5,6,1986,"41,148"
MT,1.5,6,1987,"39,561"
MT,1.5,6,1988,"42,872"
MT,1.5,6,1989,"46,671"
MT,1.5,6,1990,"44,378"
MT,1.5,6,1991,"46,719"
MT,1.5,6,1992,"46,615"
MT,1.5,6,1993,"54,265"
MT,1.5,6,1994,"53,315"
MT,1.5,6,1995,"59,571"
MT,1.5,6,1996,"63,251"
MT,1.5,6,1997,"61,699"
MT,1.5,6,1998,"61,398"
MT,1.5,6,1999,"63,624"
MT,1.5,6,2000,"69,590"
MT,1.5,6,2001,"66,483"
MT,1.5,6,2002,"70,992"
MT,1.5,6,2003,"70,048"
MT,1.5,6,2004,"68,567"
MT,1.5,6,2005,"71,089"
MT,1.5,6,2006,"75,135"
MT,1.5,6,2007,"75,077"
MT,1.5,6,2008,"77,645"
MT,1.5,6,2009,"76,635"
MT,1.5,6,2010,"72,888"
MT,1.5,6,2011,"79,470"
MT,1.5,6,2012,"75,234"
MT,1.5,6,2013,"82,298"
MT,1.5,6,2014,"80,063"
MT,1.5,6,2015,"77,443"
MT,1.5,6,2016,"77,589"
MT,1.5,6,2017,"83,253"
NC,8,2,1960,"47,032"
NC,8,2,1961,"52,291"
NC,8,2,1962,"58,346"
NC,8,2,1963,"64,539"
NC,8,2,1964,"70,932"
NC,8,2,1965,"78,245"
NC,8,2,1966,"89,442"
NC,8,2,1967,"100,822"
NC,8,2,1968,"117,794"
NC,8,2,1969,"140,204"
NC,8,2,1970,"154,856"
NC,8,2,1971,"164,420"
NC,8,2,1972,"167,831"
NC,8,2,1973,"165,215"
NC,8,2,1974,"143,722"
NC,8,2,1975,"116,889"
NC,8,2,1976,"102,996"
NC,8,2,1977,"73,905"
NC,8,2,1978,"83,695"
NC,8,2,1979,"133,751"
NC,8,2,1980,"155,156"
NC,8,2,1981,"154,326"
NC,8,2,1982,"146,819"
NC,8,2,1983,"141,086"
NC,8,2,1984,"148,744"
NC,8,2,1985,"138,375"
NC,8,2,1986,"140,301"
NC,8,2,1987,"153,261"
NC,8,2,1988,"156,550"
NC,8,2,1989,"166,835"
NC,8,2,1990,"166,744"
NC,8,2,1991,"172,818"
NC,8,2,1992,"186,905"
NC,8,2,1993,"192,530"
NC,8,2,1994,"195,307"
NC,8,2,1995,"212,010"
NC,8,2,1996,"222,106"
NC,8,2,1997,"223,419"
NC,8,2,1998,"222,659"
NC,8,2,1999,"224,763"
NC,8,2,2000,"240,729"
NC,8,2,2001,"215,600"
NC,8,2,2002,"243,144"
NC,8,2,2003,"227,387"
NC,8,2,2004,"232,214"
NC,8,2,2005,"237,525"
NC,8,2,2006,"230,169"
NC,8,2,2007,"244,475"
NC,8,2,2008,"249,654"
NC,8,2,2009,"252,729"
NC,8,2,2010,"308,710"
NC,8,2,2011,"311,189"
NC,8,2,2012,"367,948"
NC,8,2,2013,"445,018"
NC,8,2,2014,"462,289"
NC,8,2,2015,"516,026"
NC,8,2,2016,"540,271"
NC,8,2,2017,"519,903"
ND,3,6,1960,"27,356"
ND,3,6,1961,"29,310"
ND,3,6,1962,"32,045"
ND,3,6,1963,"32,283"
ND,3,6,1964,"33,390"
ND,3,6,1965,"32,437"
ND,3,6,1966,"31,864"
ND,3,6,1967,"32,049"
ND,3,6,1968,"33,317"
ND,3,6,1969,"32,944"
ND,3,6,1970,"33,731"
ND,3,6,1971,"34,618"
ND,3,6,1972,"37,604"
ND,3,6,1973,"33,206"
ND,3,6,1974,"35,530"
ND,3,6,1975,"36,862"
ND,3,6,1976,"41,177"
ND,3,6,1977,"37,650"
ND,3,6,1978,"39,067"
ND,3,6,1979,"29,236"
ND,3,6,1980,"24,037"
ND,3,6,1981,"35,891"
ND,3,6,1982,"29,108"
ND,3,6,1983,"27,302"
ND,3,6,1984,"31,631"
ND,3,6,1985,"29,838"
ND,3,6,1986,"26,567"
ND,3,6,1987,"26,018"
ND,3,6,1988,"30,189"
ND,3,6,1989,"31,630"
ND,3,6,1990,"33,529"
ND,3,6,1991,"41,619"
ND,3,6,1992,"38,260"
ND,3,6,1993,"42,388"
ND,3,6,1994,"45,369"
ND,3,6,1995,"47,689"
ND,3,6,1996,"51,588"
ND,3,6,1997,"59,283"
ND,3,6,1998,"51,428"
ND,3,6,1999,"58,962"
ND,3,6,2000,"58,512"
ND,3,6,2001,"62,583"
ND,3,6,2002,"66,927"
ND,3,6,2003,"61,455"
ND,3,6,2004,"61,245"
ND,3,6,2005,"54,960"
ND,3,6,2006,"55,683"
ND,3,6,2007,"62,188"
ND,3,6,2008,"65,746"
ND,3,6,2009,"57,565"
ND,3,6,2010,"70,046"
ND,3,6,2011,"77,752"
ND,3,6,2012,"77,469"
ND,3,6,2013,"87,224"
ND,3,6,2014,"94,352"
ND,3,6,2015,"106,128"
ND,3,6,2016,"110,816"
ND,3,6,2017,"118,101"
NE,3,4,1960,"140,430"
NE,3,4,1961,"144,566"
NE,3,4,1962,"149,324"
NE,3,4,1963,"145,771"
NE,3,4,1964,"160,545"
NE,3,4,1965,"164,719"
NE,3,4,1966,"195,864"
NE,3,4,1967,"187,907"
NE,3,4,1968,"202,938"
NE,3,4,1969,"209,613"
NE,3,4,1970,"224,114"
NE,3,4,1971,"225,463"
NE,3,4,1972,"226,358"
NE,3,4,1973,"230,780"
NE,3,4,1974,"223,253"
NE,3,4,1975,"217,521"
NE,3,4,1976,"197,442"
NE,3,4,1977,"188,426"
NE,3,4,1978,"162,693"
NE,3,4,1979,"168,959"
NE,3,4,1980,"159,491"
NE,3,4,1981,"135,279"
NE,3,4,1982,"135,612"
NE,3,4,1983,"126,963"
NE,3,4,1984,"131,911"
NE,3,4,1985,"123,864"
NE,3,4,1986,"103,999"
NE,3,4,1987,"107,737"
NE,3,4,1988,"119,906"
NE,3,4,1989,"118,673"
NE,3,4,1990,"109,175"
NE,3,4,1991,"113,955"
NE,3,4,1992,"104,626"
NE,3,4,1993,"122,981"
NE,3,4,1994,"124,857"
NE,3,4,1995,"133,690"
NE,3,4,1996,"133,842"
NE,3,4,1997,"132,141"
NE,3,4,1998,"131,125"
NE,3,4,1999,"121,368"
NE,3,4,2000,"127,600"
NE,3,4,2001,"124,057"
NE,3,4,2002,"121,175"
NE,3,4,2003,"119,754"
NE,3,4,2004,"116,045"
NE,3,4,2005,"120,141"
NE,3,4,2006,"131,443"
NE,3,4,2007,"153,523"
NE,3,4,2008,"172,886"
NE,3,4,2009,"165,436"
NE,3,4,2010,"169,620"
NE,3,4,2011,"173,666"
NE,3,4,2012,"161,774"
NE,3,4,2013,"179,619"
NE,3,4,2014,"180,097"
NE,3,4,2015,"170,377"
NE,3,4,2016,"173,001"
NE,3,4,2017,"176,385"
NH,10,5,1960,"2,952"
NH,10,5,1961,"3,124"
NH,10,5,1962,"3,431"
NH,10,5,1963,"3,607"
NH,10,5,1964,"3,817"
NH,10,5,1965,"4,133"
NH,10,5,1966,"4,197"
NH,10,5,1967,"4,522"
NH,10,5,1968,"4,208"
NH,10,5,1969,"5,826"
NH,10,5,1970,"6,796"
NH,10,5,1971,"7,658"
NH,10,5,1972,"8,015"
NH,10,5,1973,"8,120"
NH,10,5,1974,"8,391"
NH,10,5,1975,"7,707"
NH,10,5,1976,"7,919"
NH,10,5,1977,"7,617"
NH,10,5,1978,"8,204"
NH,10,5,1979,"8,699"
NH,10,5,1980,"9,663"
NH,10,5,1981,"10,445"
NH,10,5,1982,"10,280"
NH,10,5,1983,"9,857"
NH,10,5,1984,"10,815"
NH,10,5,1985,"10,916"
NH,10,5,1986,"10,569"
NH,10,5,1987,"12,317"
NH,10,5,1988,"13,334"
NH,10,5,1989,"14,209"
NH,10,5,1990,"14,474"
NH,10,5,1991,"14,226"
NH,10,5,1992,"17,004"
NH,10,5,1993,"17,087"
NH,10,5,1994,"19,976"
NH,10,5,1995,"20,137"
NH,10,5,1996,"19,445"
NH,10,5,1997,"21,249"
NH,10,5,1998,"19,338"
NH,10,5,1999,"20,496"
NH,10,5,2000,"26,397"
NH,10,5,2001,"24,848"
NH,10,5,2002,"26,146"
NH,10,5,2003,"56,475"
NH,10,5,2004,"63,924"
NH,10,5,2005,"73,022"
NH,10,5,2006,"64,738"
NH,10,5,2007,"64,866"
NH,10,5,2008,"74,025"
NH,10,5,2009,"62,049"
NH,10,5,2010,"62,612"
NH,10,5,2011,"72,778"
NH,10,5,2012,"74,336"
NH,10,5,2013,"55,649"
NH,10,5,2014,"58,785"
NH,10,5,2015,"70,742"
NH,10,5,2016,"59,638"
NH,10,5,2017,"53,748"
NJ,9,4,1960,"144,132"
NJ,9,4,1961,"159,189"
NJ,9,4,1962,"180,307"
NJ,9,4,1963,"197,097"
NJ,9,4,1964,"209,714"
NJ,9,4,1965,"219,196"
NJ,9,4,1966,"236,816"
NJ,9,4,1967,"261,542"
NJ,9,4,1968,"278,430"
NJ,9,4,1969,"316,113"
NJ,9,4,1970,"331,247"
NJ,9,4,1971,"335,264"
NJ,9,4,1972,"329,642"
NJ,9,4,1973,"309,709"
NJ,9,4,1974,"282,201"
NJ,9,4,1975,"251,669"
NJ,9,4,1976,"332,467"
NJ,9,4,1977,"255,522"
NJ,9,4,1978,"236,852"
NJ,9,4,1979,"269,934"
NJ,9,4,1980,"351,039"
NJ,9,4,1981,"403,386"
NJ,9,4,1982,"387,306"
NJ,9,4,1983,"417,954"
NJ,9,4,1984,"428,258"
NJ,9,4,1985,"389,090"
NJ,9,4,1986,"363,009"
NJ,9,4,1987,"432,356"
NJ,9,4,1988,"425,050"
NJ,9,4,1989,"483,170"
NJ,9,4,1990,"458,050"
NJ,9,4,1991,"510,226"
NJ,9,4,1992,"640,629"
NJ,9,4,1993,"667,134"
NJ,9,4,1994,"714,059"
NJ,9,4,1995,"720,662"
NJ,9,4,1996,"725,720"
NJ,9,4,1997,"742,031"
NJ,9,4,1998,"705,462"
NJ,9,4,1999,"743,561"
NJ,9,4,2000,"626,484"
NJ,9,4,2001,"585,826"
NJ,9,4,2002,"620,750"
NJ,9,4,2003,"636,180"
NJ,9,4,2004,"645,017"
